"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","M3","TOT","IDX2015","M","2014-06",94.43591,
"USA","M3","TOT","IDX2015","M","2014-07",94.89253,
"USA","M3","TOT","IDX2015","M","2014-08",95.13329,
"USA","M3","TOT","IDX2015","M","2014-09",95.47285,
"USA","M3","TOT","IDX2015","M","2014-10",96.02245,
"USA","M3","TOT","IDX2015","M","2014-11",96.34457,
"USA","M3","TOT","IDX2015","M","2014-12",97.00957,
"USA","M3","TOT","IDX2015","M","2015-01",97.51351,
"USA","M3","TOT","IDX2015","M","2015-02",98.62102,
"USA","M3","TOT","IDX2015","M","2015-03",98.68578,
"USA","M3","TOT","IDX2015","M","2015-04",99.03529,
"USA","M3","TOT","IDX2015","M","2015-05",99.27605,
"USA","M3","TOT","IDX2015","M","2015-06",99.63969,
"USA","M3","TOT","IDX2015","M","2015-07",100.0515,
"USA","M3","TOT","IDX2015","M","2015-08",100.4716,
"USA","M3","TOT","IDX2015","M","2015-09",100.9606,
"USA","M3","TOT","IDX2015","M","2015-10",101.252,
"USA","M3","TOT","IDX2015","M","2015-11",101.9884,
"USA","M3","TOT","IDX2015","M","2015-12",102.5048,
"USA","M3","TOT","IDX2015","M","2016-01",103.5267,
"USA","M3","TOT","IDX2015","M","2016-02",104.2474,
"USA","M3","TOT","IDX2015","M","2016-03",104.7455,
"USA","M3","TOT","IDX2015","M","2016-04",105.4404,
"USA","M3","TOT","IDX2015","M","2016-05",105.9867,
"USA","M3","TOT","IDX2015","M","2016-06",106.5114,
"USA","M3","TOT","IDX2015","M","2016-07",106.9954,
"USA","M3","TOT","IDX2015","M","2016-08",107.7019,
"USA","M3","TOT","IDX2015","M","2016-09",108.2067,
"USA","M3","TOT","IDX2015","M","2016-10",108.7621,
"USA","M3","TOT","IDX2015","M","2016-11",109.3673,
"USA","M3","TOT","IDX2015","M","2016-12",109.6994,
"USA","M3","TOT","IDX2015","M","2017-01",110.2805,
"USA","M3","TOT","IDX2015","M","2017-02",110.9065,
"USA","M3","TOT","IDX2015","M","2017-03",111.4719,
"USA","M3","TOT","IDX2015","M","2017-04",111.9534,
"USA","M3","TOT","IDX2015","M","2017-05",112.3951,
"USA","M3","TOT","IDX2015","M","2017-06",112.5703,
"USA","M3","TOT","IDX2015","M","2017-07",113.0642,
"USA","M3","TOT","IDX2015","M","2017-08",113.5209,
"USA","M3","TOT","IDX2015","M","2017-09",113.8878,
"USA","M3","TOT","IDX2015","M","2017-10",114.3212,
"USA","M3","TOT","IDX2015","M","2017-11",114.5686,
"USA","M3","TOT","IDX2015","M","2017-12",115.0501,
"USA","M3","TOT","IDX2015","M","2018-01",115.1481,
"USA","M3","TOT","IDX2015","M","2018-02",115.5017,
"USA","M3","TOT","IDX2015","M","2018-03",115.9824,
"USA","M3","TOT","IDX2015","M","2018-04",116.1369,
"USA","M3","TOT","IDX2015","M","2018-05",116.6217,
"USA","M3","TOT","IDX2015","M","2018-06",117.0899,
"USA","M3","TOT","IDX2015","M","2018-07",117.3855,
"USA","M3","TOT","IDX2015","M","2018-08",117.735,
"USA","M3","TOT","IDX2015","M","2018-09",117.9974,
"USA","M3","TOT","IDX2015","M","2018-10",118.0771,
"USA","M3","TOT","IDX2015","M","2018-11",118.1958,
"USA","M3","TOT","IDX2015","M","2018-12",119.241,
"USA","M3","TOT","IDX2015","M","2019-01",119.7998,
"USA","M3","TOT","IDX2015","M","2019-02",120.131,
"USA","M3","TOT","IDX2015","M","2019-03",120.4631,
"USA","M3","TOT","IDX2015","M","2019-04",120.7213,
"USA","M3","TOT","IDX2015","M","2019-05",121.5698,
"USA","M3","TOT","IDX2015","M","2019-06",122.5204,
"USA","M3","TOT","IDX2015","M","2019-07",123.2086,
"USA","M3","TOT","IDX2015","M","2019-08",123.823,
"USA","M3","TOT","IDX2015","M","2019-09",124.5992,
"USA","M3","TOT","IDX2015","M","2019-10",125.7009,
"USA","M3","TOT","IDX2015","M","2019-11",126.5427,
"USA","M3","TOT","IDX2015","M","2019-12",127.1945,
"USA","M3","TOT","IDX2015","M","2020-01",127.8196,
"USA","M3","TOT","IDX2015","M","2020-02",128.2704,
"USA","M3","TOT","IDX2015","M","2020-03",132.6573,
"USA","M3","TOT","IDX2015","M","2020-04",141.1163,
"USA","M3","TOT","IDX2015","M","2020-05",148.2022,
"USA","M3","TOT","IDX2015","M","2020-06",150.5318,
"USA","M3","TOT","IDX2015","M","2020-07",151.8153,
"USA","M3","TOT","IDX2015","M","2020-08",152.3109,
"USA","M3","TOT","IDX2015","M","2020-09",154.2312,
"USA","M3","TOT","IDX2015","M","2020-10",155.4914,
"USA","M3","TOT","IDX2015","M","2020-11",157.3196,
"USA","M3","TOT","IDX2015","M","2020-12",158.6886,
"USA","M3","TOT","IDX2015","M","2021-01",160.7027,
"USA","M3","TOT","IDX2015","M","2021-02",162.7226,
"USA","M3","TOT","IDX2015","M","2021-03",164.7226,
"USA","M3","TOT","IDX2015","M","2021-04",167.0115,
"USA","M3","TOT","IDX2015","M","2021-05",169.62,
"USA","M3","TOT","IDX2015","M","2021-06",170.2477,
"USA","M3","TOT","IDX2015","M","2021-07",171.5436,
"USA","M3","TOT","IDX2015","M","2021-08",173.0762,
"USA","M3","TOT","IDX2015","M","2021-09",174.045,
"USA","M3","TOT","IDX2015","M","2021-10",175.3086,
"USA","M3","TOT","IDX2015","M","2021-11",176.9682,
"USA","M3","TOT","IDX2015","M","2021-12",178.9051,
"USA","M3","TOT","IDX2015","M","2022-01",179.0139,
"USA","M3","TOT","IDX2015","M","2022-02",179.0861,
"USA","M3","TOT","IDX2015","M","2022-03",180.1413,
"USA","M3","TOT","IDX2015","M","2022-04",179.9711,
"USA","M3","TOT","IDX2015","M","2022-05",179.8715,
"USA","M3","TOT","IDX2015","M","2022-06",179.8781,
"USA","M3","TOT","IDX2015","M","2022-07",180.1878,
"USA","M3","TOT","IDX2015","M","2022-08",179.8242,
"USA","M3","TOT","IDX2015","M","2022-09",178.6967,
"USA","M3","TOT","IDX2015","M","2022-10",177.9321,
"USA","M3","TOT","IDX2015","M","2022-11",177.6548,
"USA","M3","TOT","IDX2015","M","2022-12",177.3177,
"USA","M3","TOT","IDX2015","M","2023-01",176.1098,
"USA","M3","TOT","IDX2015","M","2023-02",174.9832,
"USA","M3","TOT","IDX2015","M","2023-03",173.0189,
"USA","M3","TOT","IDX2015","M","2023-04",171.6308,
"BRA","M3","TOT","IDX2015","M","2012-01",68.71456,
"BRA","M3","TOT","IDX2015","M","2012-02",70.0731,
"BRA","M3","TOT","IDX2015","M","2012-03",71.13179,
"BRA","M3","TOT","IDX2015","M","2012-04",72.23718,
"BRA","M3","TOT","IDX2015","M","2012-05",73.23044,
"BRA","M3","TOT","IDX2015","M","2012-06",73.97527,
"BRA","M3","TOT","IDX2015","M","2012-07",74.72275,
"BRA","M3","TOT","IDX2015","M","2012-08",75.66347,
"BRA","M3","TOT","IDX2015","M","2012-09",76.32504,
"BRA","M3","TOT","IDX2015","M","2012-10",77.17089,
"BRA","M3","TOT","IDX2015","M","2012-11",78.17036,
"BRA","M3","TOT","IDX2015","M","2012-12",78.49213,
"BRA","M3","TOT","IDX2015","M","2013-01",79.04226,
"BRA","M3","TOT","IDX2015","M","2013-02",79.9045,
"BRA","M3","TOT","IDX2015","M","2013-03",80.45747,
"BRA","M3","TOT","IDX2015","M","2013-04",81.18037,
"BRA","M3","TOT","IDX2015","M","2013-05",82.07146,
"BRA","M3","TOT","IDX2015","M","2013-06",82.77863,
"BRA","M3","TOT","IDX2015","M","2013-07",83.34008,
"BRA","M3","TOT","IDX2015","M","2013-08",83.66907,
"BRA","M3","TOT","IDX2015","M","2013-09",83.94596,
"BRA","M3","TOT","IDX2015","M","2013-10",84.55782,
"BRA","M3","TOT","IDX2015","M","2013-11",85.05545,
"BRA","M3","TOT","IDX2015","M","2013-12",85.55074,
"BRA","M3","TOT","IDX2015","M","2014-01",86.22359,
"BRA","M3","TOT","IDX2015","M","2014-02",86.81353,
"BRA","M3","TOT","IDX2015","M","2014-03",87.16458,
"BRA","M3","TOT","IDX2015","M","2014-04",87.76488,
"BRA","M3","TOT","IDX2015","M","2014-05",88.74508,
"BRA","M3","TOT","IDX2015","M","2014-06",89.59762,
"BRA","M3","TOT","IDX2015","M","2014-07",90.70577,
"BRA","M3","TOT","IDX2015","M","2014-08",92.33466,
"BRA","M3","TOT","IDX2015","M","2014-09",93.66454,
"BRA","M3","TOT","IDX2015","M","2014-10",94.56451,
"BRA","M3","TOT","IDX2015","M","2014-11",95.53429,
"BRA","M3","TOT","IDX2015","M","2014-12",96.31953,
"BRA","M3","TOT","IDX2015","M","2015-01",96.93709,
"BRA","M3","TOT","IDX2015","M","2015-02",97.32259,
"BRA","M3","TOT","IDX2015","M","2015-03",97.65115,
"BRA","M3","TOT","IDX2015","M","2015-04",98.2335,
"BRA","M3","TOT","IDX2015","M","2015-05",99.1638,
"BRA","M3","TOT","IDX2015","M","2015-06",99.94745,
"BRA","M3","TOT","IDX2015","M","2015-07",100.4726,
"BRA","M3","TOT","IDX2015","M","2015-08",100.5366,
"BRA","M3","TOT","IDX2015","M","2015-09",100.7946,
"BRA","M3","TOT","IDX2015","M","2015-10",101.7761,
"BRA","M3","TOT","IDX2015","M","2015-11",102.7135,
"BRA","M3","TOT","IDX2015","M","2015-12",104.4511,
"BRA","M3","TOT","IDX2015","M","2016-01",105.6399,
"BRA","M3","TOT","IDX2015","M","2016-02",106.2466,
"BRA","M3","TOT","IDX2015","M","2016-03",107.6048,
"BRA","M3","TOT","IDX2015","M","2016-04",108.7242,
"BRA","M3","TOT","IDX2015","M","2016-05",109.4343,
"BRA","M3","TOT","IDX2015","M","2016-06",110.1798,
"BRA","M3","TOT","IDX2015","M","2016-07",111.1833,
"BRA","M3","TOT","IDX2015","M","2016-08",112.2031,
"BRA","M3","TOT","IDX2015","M","2016-09",113.2471,
"BRA","M3","TOT","IDX2015","M","2016-10",114.0469,
"BRA","M3","TOT","IDX2015","M","2016-11",114.7641,
"BRA","M3","TOT","IDX2015","M","2016-12",116.0733,
"BRA","M3","TOT","IDX2015","M","2017-01",117.4995,
"BRA","M3","TOT","IDX2015","M","2017-02",118.423,
"BRA","M3","TOT","IDX2015","M","2017-03",119.5359,
"BRA","M3","TOT","IDX2015","M","2017-04",120.2078,
"BRA","M3","TOT","IDX2015","M","2017-05",120.2673,
"BRA","M3","TOT","IDX2015","M","2017-06",120.7883,
"BRA","M3","TOT","IDX2015","M","2017-07",121.3684,
"BRA","M3","TOT","IDX2015","M","2017-08",122.2579,
"BRA","M3","TOT","IDX2015","M","2017-09",123.5425,
"BRA","M3","TOT","IDX2015","M","2017-10",124.5115,
"BRA","M3","TOT","IDX2015","M","2017-11",124.9764,
"BRA","M3","TOT","IDX2015","M","2017-12",125.3354,
"BRA","M3","TOT","IDX2015","M","2018-01",125.8874,
"BRA","M3","TOT","IDX2015","M","2018-02",126.5311,
"BRA","M3","TOT","IDX2015","M","2018-03",127.3854,
"BRA","M3","TOT","IDX2015","M","2018-04",128.2491,
"BRA","M3","TOT","IDX2015","M","2018-05",128.6957,
"BRA","M3","TOT","IDX2015","M","2018-06",129.576,
"BRA","M3","TOT","IDX2015","M","2018-07",130.4622,
"BRA","M3","TOT","IDX2015","M","2018-08",131.3856,
"BRA","M3","TOT","IDX2015","M","2018-09",132.8934,
"BRA","M3","TOT","IDX2015","M","2018-10",133.8896,
"BRA","M3","TOT","IDX2015","M","2018-11",134.4371,
"BRA","M3","TOT","IDX2015","M","2018-12",136.1795,
"CHL","M3","TOT","IDX2015","M","2012-01",70.5219,
"CHL","M3","TOT","IDX2015","M","2012-02",71.19263,
"CHL","M3","TOT","IDX2015","M","2012-03",71.87145,
"CHL","M3","TOT","IDX2015","M","2012-04",72.85785,
"CHL","M3","TOT","IDX2015","M","2012-05",73.78752,
"CHL","M3","TOT","IDX2015","M","2012-06",74.40709,
"CHL","M3","TOT","IDX2015","M","2012-07",74.86925,
"CHL","M3","TOT","IDX2015","M","2012-08",75.02143,
"CHL","M3","TOT","IDX2015","M","2012-09",75.12732,
"CHL","M3","TOT","IDX2015","M","2012-10",75.50842,
"CHL","M3","TOT","IDX2015","M","2012-11",75.92278,
"CHL","M3","TOT","IDX2015","M","2012-12",76.28474,
"CHL","M3","TOT","IDX2015","M","2013-01",76.69441,
"CHL","M3","TOT","IDX2015","M","2013-02",77.32964,
"CHL","M3","TOT","IDX2015","M","2013-03",78.25158,
"CHL","M3","TOT","IDX2015","M","2013-04",79.28793,
"CHL","M3","TOT","IDX2015","M","2013-05",80.26953,
"CHL","M3","TOT","IDX2015","M","2013-06",81.26159,
"CHL","M3","TOT","IDX2015","M","2013-07",82.21691,
"CHL","M3","TOT","IDX2015","M","2013-08",83.21844,
"CHL","M3","TOT","IDX2015","M","2013-09",84.0967,
"CHL","M3","TOT","IDX2015","M","2013-10",84.3936,
"CHL","M3","TOT","IDX2015","M","2013-11",84.63324,
"CHL","M3","TOT","IDX2015","M","2013-12",85.12181,
"CHL","M3","TOT","IDX2015","M","2014-01",85.41201,
"CHL","M3","TOT","IDX2015","M","2014-02",86.35628,
"CHL","M3","TOT","IDX2015","M","2014-03",87.61958,
"CHL","M3","TOT","IDX2015","M","2014-04",88.20435,
"CHL","M3","TOT","IDX2015","M","2014-05",88.69627,
"CHL","M3","TOT","IDX2015","M","2014-06",89.26032,
"CHL","M3","TOT","IDX2015","M","2014-07",89.76619,
"CHL","M3","TOT","IDX2015","M","2014-08",90.42003,
"CHL","M3","TOT","IDX2015","M","2014-09",91.11212,
"CHL","M3","TOT","IDX2015","M","2014-10",91.53786,
"CHL","M3","TOT","IDX2015","M","2014-11",92.36227,
"CHL","M3","TOT","IDX2015","M","2014-12",93.93527,
"CHL","M3","TOT","IDX2015","M","2015-01",95.00204,
"CHL","M3","TOT","IDX2015","M","2015-02",95.61826,
"CHL","M3","TOT","IDX2015","M","2015-03",96.23169,
"CHL","M3","TOT","IDX2015","M","2015-04",96.78754,
"CHL","M3","TOT","IDX2015","M","2015-05",97.69611,
"CHL","M3","TOT","IDX2015","M","2015-06",98.49931,
"CHL","M3","TOT","IDX2015","M","2015-07",99.82304,
"CHL","M3","TOT","IDX2015","M","2015-08",101.8054,
"CHL","M3","TOT","IDX2015","M","2015-09",102.9774,
"CHL","M3","TOT","IDX2015","M","2015-10",103.9624,
"CHL","M3","TOT","IDX2015","M","2015-11",105.3868,
"CHL","M3","TOT","IDX2015","M","2015-12",106.2101,
"CHL","M3","TOT","IDX2015","M","2016-01",106.4915,
"CHL","M3","TOT","IDX2015","M","2016-02",107.0367,
"CHL","M3","TOT","IDX2015","M","2016-03",107.5934,
"CHL","M3","TOT","IDX2015","M","2016-04",107.9816,
"CHL","M3","TOT","IDX2015","M","2016-05",108.7839,
"CHL","M3","TOT","IDX2015","M","2016-06",109.7694,
"CHL","M3","TOT","IDX2015","M","2016-07",110.6949,
"CHL","M3","TOT","IDX2015","M","2016-08",111.8022,
"CHL","M3","TOT","IDX2015","M","2016-09",112.7641,
"CHL","M3","TOT","IDX2015","M","2016-10",113.5922,
"CHL","M3","TOT","IDX2015","M","2016-11",114.3704,
"CHL","M3","TOT","IDX2015","M","2016-12",114.8418,
"CHL","M3","TOT","IDX2015","M","2017-01",115.2863,
"CHL","M3","TOT","IDX2015","M","2017-02",115.9566,
"CHL","M3","TOT","IDX2015","M","2017-03",116.9821,
"CHL","M3","TOT","IDX2015","M","2017-04",118.152,
"CHL","M3","TOT","IDX2015","M","2017-05",118.5276,
"CHL","M3","TOT","IDX2015","M","2017-06",118.7702,
"CHL","M3","TOT","IDX2015","M","2017-07",119.431,
"CHL","M3","TOT","IDX2015","M","2017-08",119.3856,
"CHL","M3","TOT","IDX2015","M","2017-09",119.4809,
"CHL","M3","TOT","IDX2015","M","2017-10",120.1206,
"CHL","M3","TOT","IDX2015","M","2017-11",120.6163,
"CHL","M3","TOT","IDX2015","M","2017-12",120.6695,
"CHL","M3","TOT","IDX2015","M","2018-01",120.5811,
"CHL","M3","TOT","IDX2015","M","2018-02",120.8162,
"CHL","M3","TOT","IDX2015","M","2018-03",121.526,
"CHL","M3","TOT","IDX2015","M","2018-04",123.4717,
"CHL","M3","TOT","IDX2015","M","2018-05",124.9933,
"CHL","M3","TOT","IDX2015","M","2018-06",125.7396,
"CHL","M3","TOT","IDX2015","M","2018-07",126.8182,
"CHL","M3","TOT","IDX2015","M","2018-08",127.7573,
"CHL","M3","TOT","IDX2015","M","2018-09",128.8906,
"CHL","M3","TOT","IDX2015","M","2018-10",129.6778,
"CHL","M3","TOT","IDX2015","M","2018-11",130.9885,
"CHL","M3","TOT","IDX2015","M","2018-12",132.9372,
"CHN","M3","TOT","IDX2015","M","2012-01",64.82116,
"CHN","M3","TOT","IDX2015","M","2012-02",65.41077,
"CHN","M3","TOT","IDX2015","M","2012-03",66.48534,
"CHN","M3","TOT","IDX2015","M","2012-04",67.08028,
"CHN","M3","TOT","IDX2015","M","2012-05",67.52429,
"CHN","M3","TOT","IDX2015","M","2012-06",68.55728,
"CHN","M3","TOT","IDX2015","M","2012-07",69.49875,
"CHN","M3","TOT","IDX2015","M","2012-08",70.10145,
"CHN","M3","TOT","IDX2015","M","2012-09",71.00095,
"CHN","M3","TOT","IDX2015","M","2012-10",71.9157,
"CHN","M3","TOT","IDX2015","M","2012-11",72.58514,
"CHN","M3","TOT","IDX2015","M","2012-12",73.51534,
"CHN","M3","TOT","IDX2015","M","2013-01",74.64398,
"CHN","M3","TOT","IDX2015","M","2013-02",75.58743,
"CHN","M3","TOT","IDX2015","M","2013-03",76.81239,
"CHN","M3","TOT","IDX2015","M","2013-04",77.81362,
"CHN","M3","TOT","IDX2015","M","2013-05",78.28904,
"CHN","M3","TOT","IDX2015","M","2013-06",78.77515,
"CHN","M3","TOT","IDX2015","M","2013-07",79.37891,
"CHN","M3","TOT","IDX2015","M","2013-08",80.2504,
"CHN","M3","TOT","IDX2015","M","2013-09",81.22604,
"CHN","M3","TOT","IDX2015","M","2013-10",82.10634,
"CHN","M3","TOT","IDX2015","M","2013-11",82.83911,
"CHN","M3","TOT","IDX2015","M","2013-12",83.73379,
"CHN","M3","TOT","IDX2015","M","2014-01",84.70181,
"CHN","M3","TOT","IDX2015","M","2014-02",85.60117,
"CHN","M3","TOT","IDX2015","M","2014-03",86.62496,
"CHN","M3","TOT","IDX2015","M","2014-04",87.81058,
"CHN","M3","TOT","IDX2015","M","2014-05",88.8024,
"CHN","M3","TOT","IDX2015","M","2014-06",89.93048,
"CHN","M3","TOT","IDX2015","M","2014-07",90.57265,
"CHN","M3","TOT","IDX2015","M","2014-08",90.67023,
"CHN","M3","TOT","IDX2015","M","2014-09",91.09446,
"CHN","M3","TOT","IDX2015","M","2014-10",91.76791,
"CHN","M3","TOT","IDX2015","M","2014-11",92.59141,
"CHN","M3","TOT","IDX2015","M","2014-12",93.30079,
"CHN","M3","TOT","IDX2015","M","2015-01",93.89987,
"CHN","M3","TOT","IDX2015","M","2015-02",94.81915,
"CHN","M3","TOT","IDX2015","M","2015-03",95.74342,
"CHN","M3","TOT","IDX2015","M","2015-04",96.57549,
"CHN","M3","TOT","IDX2015","M","2015-05",97.94714,
"CHN","M3","TOT","IDX2015","M","2015-06",99.41924,
"CHN","M3","TOT","IDX2015","M","2015-07",101.2888,
"CHN","M3","TOT","IDX2015","M","2015-08",102.6123,
"CHN","M3","TOT","IDX2015","M","2015-09",103.0397,
"CHN","M3","TOT","IDX2015","M","2015-10",103.8956,
"CHN","M3","TOT","IDX2015","M","2015-11",104.9367,
"CHN","M3","TOT","IDX2015","M","2015-12",105.8226,
"CHN","M3","TOT","IDX2015","M","2016-01",106.7303,
"CHN","M3","TOT","IDX2015","M","2016-02",107.6444,
"CHN","M3","TOT","IDX2015","M","2016-03",108.5233,
"CHN","M3","TOT","IDX2015","M","2016-04",109.4211,
"CHN","M3","TOT","IDX2015","M","2016-05",110.2642,
"CHN","M3","TOT","IDX2015","M","2016-06",111.3419,
"CHN","M3","TOT","IDX2015","M","2016-07",112.5014,
"CHN","M3","TOT","IDX2015","M","2016-08",113.6486,
"CHN","M3","TOT","IDX2015","M","2016-09",114.7331,
"CHN","M3","TOT","IDX2015","M","2016-10",115.7832,
"CHN","M3","TOT","IDX2015","M","2016-11",116.8109,
"CHN","M3","TOT","IDX2015","M","2016-12",117.7696,
"CHN","M3","TOT","IDX2015","M","2017-01",118.7757,
"CHN","M3","TOT","IDX2015","M","2017-02",119.5943,
"CHN","M3","TOT","IDX2015","M","2017-03",120.2932,
"CHN","M3","TOT","IDX2015","M","2017-04",121.0492,
"CHN","M3","TOT","IDX2015","M","2017-05",121.4682,
"CHN","M3","TOT","IDX2015","M","2017-06",122.0975,
"CHN","M3","TOT","IDX2015","M","2017-07",123.1019,
"CHN","M3","TOT","IDX2015","M","2017-08",123.9585,
"CHN","M3","TOT","IDX2015","M","2017-09",125.0239,
"CHN","M3","TOT","IDX2015","M","2017-10",126.0675,
"CHN","M3","TOT","IDX2015","M","2017-11",127.1524,
"CHN","M3","TOT","IDX2015","M","2017-12",127.9033,
"CHN","M3","TOT","IDX2015","M","2018-01",129.0859,
"CHN","M3","TOT","IDX2015","M","2018-02",130.5695,
"CHN","M3","TOT","IDX2015","M","2018-03",131.1126,
"CHN","M3","TOT","IDX2015","M","2018-04",131.7365,
"CHN","M3","TOT","IDX2015","M","2018-05",132.2975,
"CHN","M3","TOT","IDX2015","M","2018-06",132.8013,
"CHN","M3","TOT","IDX2015","M","2018-07",133.9594,
"CHN","M3","TOT","IDX2015","M","2018-08",134.9996,
"CHN","M3","TOT","IDX2015","M","2018-09",135.9704,
"CHN","M3","TOT","IDX2015","M","2018-10",136.975,
"CHN","M3","TOT","IDX2015","M","2018-11",137.9958,
"CHN","M3","TOT","IDX2015","M","2018-12",139.0737,
"COL","M3","TOT","IDX2015","M","2012-01",65.63511,
"COL","M3","TOT","IDX2015","M","2012-02",66.27873,
"COL","M3","TOT","IDX2015","M","2012-03",66.96613,
"COL","M3","TOT","IDX2015","M","2012-04",67.69202,
"COL","M3","TOT","IDX2015","M","2012-05",68.55325,
"COL","M3","TOT","IDX2015","M","2012-06",69.03936,
"COL","M3","TOT","IDX2015","M","2012-07",69.11114,
"COL","M3","TOT","IDX2015","M","2012-08",69.96508,
"COL","M3","TOT","IDX2015","M","2012-09",71.61626,
"COL","M3","TOT","IDX2015","M","2012-10",72.84686,
"COL","M3","TOT","IDX2015","M","2012-11",73.38916,
"COL","M3","TOT","IDX2015","M","2012-12",74.64736,
"COL","M3","TOT","IDX2015","M","2013-01",75.81812,
"COL","M3","TOT","IDX2015","M","2013-02",76.3018,
"COL","M3","TOT","IDX2015","M","2013-03",77.53632,
"COL","M3","TOT","IDX2015","M","2013-04",78.75156,
"COL","M3","TOT","IDX2015","M","2013-05",79.6523,
"COL","M3","TOT","IDX2015","M","2013-06",80.81831,
"COL","M3","TOT","IDX2015","M","2013-07",81.94366,
"COL","M3","TOT","IDX2015","M","2013-08",82.7674,
"COL","M3","TOT","IDX2015","M","2013-09",83.45618,
"COL","M3","TOT","IDX2015","M","2013-10",84.3378,
"COL","M3","TOT","IDX2015","M","2013-11",85.36396,
"COL","M3","TOT","IDX2015","M","2013-12",85.91162,
"COL","M3","TOT","IDX2015","M","2014-01",86.69686,
"COL","M3","TOT","IDX2015","M","2014-02",88.03645,
"COL","M3","TOT","IDX2015","M","2014-03",88.89659,
"COL","M3","TOT","IDX2015","M","2014-04",89.36719,
"COL","M3","TOT","IDX2015","M","2014-05",89.88362,
"COL","M3","TOT","IDX2015","M","2014-06",90.43671,
"COL","M3","TOT","IDX2015","M","2014-07",91.17514,
"COL","M3","TOT","IDX2015","M","2014-08",91.80154,
"COL","M3","TOT","IDX2015","M","2014-09",92.10288,
"COL","M3","TOT","IDX2015","M","2014-10",92.73486,
"COL","M3","TOT","IDX2015","M","2014-11",93.46553,
"COL","M3","TOT","IDX2015","M","2014-12",94.00415,
"COL","M3","TOT","IDX2015","M","2015-01",94.82088,
"COL","M3","TOT","IDX2015","M","2015-02",95.84716,
"COL","M3","TOT","IDX2015","M","2015-03",96.70605,
"COL","M3","TOT","IDX2015","M","2015-04",97.21021,
"COL","M3","TOT","IDX2015","M","2015-05",98.25526,
"COL","M3","TOT","IDX2015","M","2015-06",99.49251,
"COL","M3","TOT","IDX2015","M","2015-07",100.2354,
"COL","M3","TOT","IDX2015","M","2015-08",101.4138,
"COL","M3","TOT","IDX2015","M","2015-09",102.7189,
"COL","M3","TOT","IDX2015","M","2015-10",103.7911,
"COL","M3","TOT","IDX2015","M","2015-11",104.4762,
"COL","M3","TOT","IDX2015","M","2015-12",105.0326,
"COL","M3","TOT","IDX2015","M","2016-01",105.9257,
"COL","M3","TOT","IDX2015","M","2016-02",106.7997,
"COL","M3","TOT","IDX2015","M","2016-03",107.744,
"COL","M3","TOT","IDX2015","M","2016-04",108.7351,
"COL","M3","TOT","IDX2015","M","2016-05",109.4441,
"COL","M3","TOT","IDX2015","M","2016-06",109.9073,
"COL","M3","TOT","IDX2015","M","2016-07",110.5136,
"COL","M3","TOT","IDX2015","M","2016-08",111.2361,
"COL","M3","TOT","IDX2015","M","2016-09",111.8176,
"COL","M3","TOT","IDX2015","M","2016-10",111.9772,
"COL","M3","TOT","IDX2015","M","2016-11",112.4756,
"COL","M3","TOT","IDX2015","M","2016-12",113.0235,
"COL","M3","TOT","IDX2015","M","2017-01",113.7514,
"COL","M3","TOT","IDX2015","M","2017-02",114.4414,
"COL","M3","TOT","IDX2015","M","2017-03",114.4971,
"COL","M3","TOT","IDX2015","M","2017-04",115.3811,
"COL","M3","TOT","IDX2015","M","2017-05",116.038,
"COL","M3","TOT","IDX2015","M","2017-06",116.3118,
"COL","M3","TOT","IDX2015","M","2017-07",117.0741,
"COL","M3","TOT","IDX2015","M","2017-08",117.2399,
"COL","M3","TOT","IDX2015","M","2017-09",117.5041,
"COL","M3","TOT","IDX2015","M","2017-10",118.1948,
"COL","M3","TOT","IDX2015","M","2017-11",119.0796,
"COL","M3","TOT","IDX2015","M","2017-12",120.4971,
"COL","M3","TOT","IDX2015","M","2018-01",121.1752,
"COL","M3","TOT","IDX2015","M","2018-02",121.2448,
"COL","M3","TOT","IDX2015","M","2018-03",121.6315,
"COL","M3","TOT","IDX2015","M","2018-04",121.7512,
"COL","M3","TOT","IDX2015","M","2018-05",121.9198,
"COL","M3","TOT","IDX2015","M","2018-06",122.3362,
"COL","M3","TOT","IDX2015","M","2018-07",123.0109,
"COL","M3","TOT","IDX2015","M","2018-08",123.8843,
"COL","M3","TOT","IDX2015","M","2018-09",124.3142,
"COL","M3","TOT","IDX2015","M","2018-10",124.7492,
"COL","M3","TOT","IDX2015","M","2018-11",125.6178,
"COL","M3","TOT","IDX2015","M","2018-12",127.0745,
"COL","M3","TOT","IDX2015","M","2019-01",127.6496,
"COL","M3","TOT","IDX2015","M","2019-02",127.766,
"COL","M3","TOT","IDX2015","M","2019-03",128.945,
"COL","M3","TOT","IDX2015","M","2019-04",130.1397,
"COL","M3","TOT","IDX2015","M","2019-05",131.0456,
"COL","M3","TOT","IDX2015","M","2019-06",131.8208,
"COL","M3","TOT","IDX2015","M","2019-07",132.5937,
"COL","M3","TOT","IDX2015","M","2019-08",133.7351,
"COL","M3","TOT","IDX2015","M","2019-09",135.4708,
"COL","M3","TOT","IDX2015","M","2019-10",136.6316,
"COL","M3","TOT","IDX2015","M","2019-11",137.8496,
"COL","M3","TOT","IDX2015","M","2019-12",138.4277,
"COL","M3","TOT","IDX2015","M","2020-01",138.5266,
"COL","M3","TOT","IDX2015","M","2020-02",139.813,
